Name;Sport;Date;Start time;Duration;Total distance (km);Average heart rate (bpm);Average speed (km/h);Max speed (km/h);Average pace (min/km);Max pace (min/km);Calories;Fat percentage of calories(%);Average cadence (rpm);Average stride length (cm);Running index;Training load;Ascent (m);Descent (m);Average power (W);Max power (W);Notes;Height (cm);Weight (kg);HR max;HR sit;VO2max
83;00:01:23;95;;;;;;;;;;;;;;;;;;;;;;;;
84;00:01:24;95;;;;;;;;;;;;;;;;;;;;;;;;
85;00:01:25;95;;;;;;;;;;;;;;;;;;;;;;;;
86;00:01:26;94;;;;;;;;;;;;;;;;;;;;;;;;
87;00:01:27;94;;;;;;;;;;;;;;;;;;;;;;;;
88;00:01:28;94;;;;;;;;;;;;;;;;;;;;;;;;
89;00:01:29;94;;;;;;;;;;;;;;;;;;;;;;;;
90;00:01:30;95;;;;;;;;;;;;;;;;;;;;;;;;
91;00:01:31;95;;;;;;;;;;;;;;;;;;;;;;;;
92;00:01:32;96;;;;;;;;;;;;;;;;;;;;;;;;
93;00:01:33;96;;;;;;;;;;;;;;;;;;;;;;;;
94;00:01:34;96;;;;;;;;;;;;;;;;;;;;;;;;
95;00:01:35;96;;;;;;;;;;;;;;;;;;;;;;;;
96;00:01:36;96;;;;;;;;;;;;;;;;;;;;;;;;
97;00:01:37;96;;;;;;;;;;;;;;;;;;;;;;;;
98;00:01:38;96;;;;;;;;;;;;;;;;;;;;;;;;
99;00:01:39;96;;;;;;;;;;;;;;;;;;;;;;;;
100;00:01:40;96;;;;;;;;;;;;;;;;;;;;;;;;
101;00:01:41;96;;;;;;;;;;;;;;;;;;;;;;;;
102;00:01:42;97;;;;;;;;;;;;;;;;;;;;;;;;
103;00:01:43;98;;;;;;;;;;;;;;;;;;;;;;;;
104;00:01:44;98;;;;;;;;;;;;;;;;;;;;;;;;
105;00:01:45;98;;;;;;;;;;;;;;;;;;;;;;;;
106;00:01:46;97;;;;;;;;;;;;;;;;;;;;;;;;
107;00:01:47;97;;;;;;;;;;;;;;;;;;;;;;;;
108;00:01:48;95;;;;;;;;;;;;;;;;;;;;;;;;
109;00:01:49;95;;;;;;;;;;;;;;;;;;;;;;;;
110;00:01:50;94;;;;;;;;;;;;;;;;;;;;;;;;
111;00:01:51;94;;;;;;;;;;;;;;;;;;;;;;;;
112;00:01:52;94;;;;;;;;;;;;;;;;;;;;;;;;
113;00:01:53;94;;;;;;;;;;;;;;;;;;;;;;;;
114;00:01:54;96;;;;;;;;;;;;;;;;;;;;;;;;
115;00:01:55;96;;;;;;;;;;;;;;;;;;;;;;;;
116;00:01:56;97;;;;;;;;;;;;;;;;;;;;;;;;
117;00:01:57;96;;;;;;;;;;;;;;;;;;;;;;;;
118;00:01:58;96;;;;;;;;;;;;;;;;;;;;;;;;
119;00:01:59;96;;;;;;;;;;;;;;;;;;;;;;;;
120;00:02:00;96;;;;;;;;;;;;;;;;;;;;;;;;
121;00:02:01;96;;;;;;;;;;;;;;;;;;;;;;;;
122;00:02:02;97;;;;;;;;;;;;;;;;;;;;;;;;
123;00:02:03;98;;;;;;;;;;;;;;;;;;;;;;;;
124;00:02:04;97;;;;;;;;;;;;;;;;;;;;;;;;
125;00:02:05;97;;;;;;;;;;;;;;;;;;;;;;;;
126;00:02:06;96;;;;;;;;;;;;;;;;;;;;;;;;
127;00:02:07;96;;;;;;;;;;;;;;;;;;;;;;;;
128;00:02:08;96;;;;;;;;;;;;;;;;;;;;;;;;
129;00:02:09;95;;;;;;;;;;;;;;;;;;;;;;;;
130;00:02:10;95;;;;;;;;;;;;;;;;;;;;;;;;
131;00:02:11;95;;;;;;;;;;;;;;;;;;;;;;;;
132;00:02:12;95;;;;;;;;;;;;;;;;;;;;;;;;
133;00:02:13;95;;;;;;;;;;;;;;;;;;;;;;;;
134;00:02:14;95;;;;;;;;;;;;;;;;;;;;;;;;
135;00:02:15;94;;;;;;;;;;;;;;;;;;;;;;;;
136;00:02:16;94;;;;;;;;;;;;;;;;;;;;;;;;
137;00:02:17;94;;;;;;;;;;;;;;;;;;;;;;;;
138;00:02:18;94;;;;;;;;;;;;;;;;;;;;;;;;
139;00:02:19;94;;;;;;;;;;;;;;;;;;;;;;;;
140;00:02:20;94;;;;;;;;;;;;;;;;;;;;;;;;
141;00:02:21;94;;;;;;;;;;;;;;;;;;;;;;;;
142;00:02:22;94;;;;;;;;;;;;;;;;;;;;;;;;
143;00:02:23;94;;;;;;;;;;;;;;;;;;;;;;;;
144;00:02:24;94;;;;;;;;;;;;;;;;;;;;;;;;
145;00:02:25;94;;;;;;;;;;;;;;;;;;;;;;;;
146;00:02:26;94;;;;;;;;;;;;;;;;;;;;;;;;
147;00:02:27;94;;;;;;;;;;;;;;;;;;;;;;;;
148;00:02:28;95;;;;;;;;;;;;;;;;;;;;;;;;
149;00:02:29;95;;;;;;;;;;;;;;;;;;;;;;;;
150;00:02:30;96;;;;;;;;;;;;;;;;;;;;;;;;
151;00:02:31;96;;;;;;;;;;;;;;;;;;;;;;;;
152;00:02:32;96;;;;;;;;;;;;;;;;;;;;;;;;
153;00:02:33;95;;;;;;;;;;;;;;;;;;;;;;;;
154;00:02:34;95;;;;;;;;;;;;;;;;;;;;;;;;
155;00:02:35;95;;;;;;;;;;;;;;;;;;;;;;;;
156;00:02:36;95;;;;;;;;;;;;;;;;;;;;;;;;
157;00:02:37;95;;;;;;;;;;;;;;;;;;;;;;;;
158;00:02:38;96;;;;;;;;;;;;;;;;;;;;;;;;
159;00:02:39;97;;;;;;;;;;;;;;;;;;;;;;;;
160;00:02:40;97;;;;;;;;;;;;;;;;;;;;;;;;
161;00:02:41;97;;;;;;;;;;;;;;;;;;;;;;;;
162;00:02:42;97;;;;;;;;;;;;;;;;;;;;;;;;
163;00:02:43;97;;;;;;;;;;;;;;;;;;;;;;;;
164;00:02:44;96;;;;;;;;;;;;;;;;;;;;;;;;
165;00:02:45;96;;;;;;;;;;;;;;;;;;;;;;;;
166;00:02:46;95;;;;;;;;;;;;;;;;;;;;;;;;
167;00:02:47;95;;;;;;;;;;;;;;;;;;;;;;;;
168;00:02:48;95;;;;;;;;;;;;;;;;;;;;;;;;
169;00:02:49;96;;;;;;;;;;;;;;;;;;;;;;;;
170;00:02:50;96;;;;;;;;;;;;;;;;;;;;;;;;
171;00:02:51;97;;;;;;;;;;;;;;;;;;;;;;;;
172;00:02:52;97;;;;;;;;;;;;;;;;;;;;;;;;
173;00:02:53;98;;;;;;;;;;;;;;;;;;;;;;;;
174;00:02:54;98;;;;;;;;;;;;;;;;;;;;;;;;
175;00:02:55;99;;;;;;;;;;;;;;;;;;;;;;;;
176;00:02:56;99;;;;;;;;;;;;;;;;;;;;;;;;
177;00:02:57;98;;;;;;;;;;;;;;;;;;;;;;;;
178;00:02:58;98;;;;;;;;;;;;;;;;;;;;;;;;
179;00:02:59;97;;;;;;;;;;;;;;;;;;;;;;;;
180;00:03:00;97;;;;;;;;;;;;;;;;;;;;;;;;
181;00:03:01;97;;;;;;;;;;;;;;;;;;;;;;;;
182;00:03:02;97;;;;;;;;;;;;;;;;;;;;;;;;
183;00:03:03;98;;;;;;;;;;;;;;;;;;;;;;;;
184;00:03:04;98;;;;;;;;;;;;;;;;;;;;;;;;
185;00:03:05;98;;;;;;;;;;;;;;;;;;;;;;;;
186;00:03:06;98;;;;;;;;;;;;;;;;;;;;;;;;
187;00:03:07;98;;;;;;;;;;;;;;;;;;;;;;;;
188;00:03:08;98;;;;;;;;;;;;;;;;;;;;;;;;
189;00:03:09;99;;;;;;;;;;;;;;;;;;;;;;;;
190;00:03:10;99;;;;;;;;;;;;;;;;;;;;;;;;
191;00:03:11;99;;;;;;;;;;;;;;;;;;;;;;;;
192;00:03:12;99;;;;;;;;;;;;;;;;;;;;;;;;
193;00:03:13;99;;;;;;;;;;;;;;;;;;;;;;;;
194;00:03:14;98;;;;;;;;;;;;;;;;;;;;;;;;
195;00:03:15;98;;;;;;;;;;;;;;;;;;;;;;;;
196;00:03:16;97;;;;;;;;;;;;;;;;;;;;;;;;
197;00:03:17;97;;;;;;;;;;;;;;;;;;;;;;;;
198;00:03:18;97;;;;;;;;;;;;;;;;;;;;;;;;
199;00:03:19;97;;;;;;;;;;;;;;;;;;;;;;;;
200;00:03:20;97;;;;;;;;;;;;;;;;;;;;;;;;
201;00:03:21;96;;;;;;;;;;;;;;;;;;;;;;;;
202;00:03:22;97;;;;;;;;;;;;;;;;;;;;;;;;
203;00:03:23;97;;;;;;;;;;;;;;;;;;;;;;;;
204;00:03:24;97;;;;;;;;;;;;;;;;;;;;;;;;
205;00:03:25;97;;;;;;;;;;;;;;;;;;;;;;;;
206;00:03:26;98;;;;;;;;;;;;;;;;;;;;;;;;
207;00:03:27;98;;;;;;;;;;;;;;;;;;;;;;;;
208;00:03:28;100;;;;;;;;;;;;;;;;;;;;;;;;
209;00:03:29;100;;;;;;;;;;;;;;;;;;;;;;;;
210;00:03:30;101;;;;;;;;;;;;;;;;;;;;;;;;
211;00:03:31;103;;;;;;;;;;;;;;;;;;;;;;;;
212;00:03:32;104;;;;;;;;;;;;;;;;;;;;;;;;
213;00:03:33;105;;;;;;;;;;;;;;;;;;;;;;;;
214;00:03:34;105;;;;;;;;;;;;;;;;;;;;;;;;
215;00:03:35;105;;;;;;;;;;;;;;;;;;;;;;;;
216;00:03:36;105;;;;;;;;;;;;;;;;;;;;;;;;
217;00:03:37;105;;;;;;;;;;;;;;;;;;;;;;;;
218;00:03:38;104;;;;;;;;;;;;;;;;;;;;;;;;
219;00:03:39;103;;;;;;;;;;;;;;;;;;;;;;;;
220;00:03:40;102;;;;;;;;;;;;;;;;;;;;;;;;
221;00:03:41;101;;;;;;;;;;;;;;;;;;;;;;;;
222;00:03:42;99;;;;;;;;;;;;;;;;;;;;;;;;
223;00:03:43;99;;;;;;;;;;;;;;;;;;;;;;;;
224;00:03:44;98;;;;;;;;;;;;;;;;;;;;;;;;
225;00:03:45;97;;;;;;;;;;;;;;;;;;;;;;;;
226;00:03:46;97;;;;;;;;;;;;;;;;;;;;;;;;
227;00:03:47;97;;;;;;;;;;;;;;;;;;;;;;;;
228;00:03:48;97;;;;;;;;;;;;;;;;;;;;;;;;
229;00:03:49;96;;;;;;;;;;;;;;;;;;;;;;;;
230;00:03:50;96;;;;;;;;;;;;;;;;;;;;;;;;
231;00:03:51;95;;;;;;;;;;;;;;;;;;;;;;;;
232;00:03:52;95;;;;;;;;;;;;;;;;;;;;;;;;
233;00:03:53;95;;;;;;;;;;;;;;;;;;;;;;;;
234;00:03:54;94;;;;;;;;;;;;;;;;;;;;;;;;
235;00:03:55;94;;;;;;;;;;;;;;;;;;;;;;;;
236;00:03:56;95;;;;;;;;;;;;;;;;;;;;;;;;
237;00:03:57;96;;;;;;;;;;;;;;;;;;;;;;;;
238;00:03:58;98;;;;;;;;;;;;;;;;;;;;;;;;
239;00:03:59;100;;;;;;;;;;;;;;;;;;;;;;;;
240;00:04:00;102;;;;;;;;;;;;;;;;;;;;;;;;
241;00:04:01;103;;;;;;;;;;;;;;;;;;;;;;;;
242;00:04:02;104;;;;;;;;;;;;;;;;;;;;;;;;
243;00:04:03;104;;;;;;;;;;;;;;;;;;;;;;;;
244;00:04:04;104;;;;;;;;;;;;;;;;;;;;;;;;
245;00:04:05;104;;;;;;;;;;;;;;;;;;;;;;;;
246;00:04:06;103;;;;;;;;;;;;;;;;;;;;;;;;
247;00:04:07;102;;;;;;;;;;;;;;;;;;;;;;;;
248;00:04:08;101;;;;;;;;;;;;;;;;;;;;;;;;
249;00:04:09;100;;;;;;;;;;;;;;;;;;;;;;;;
250;00:04:10;99;;;;;;;;;;;;;;;;;;;;;;;;
251;00:04:11;97;;;;;;;;;;;;;;;;;;;;;;;;
252;00:04:12;96;;;;;;;;;;;;;;;;;;;;;;;;
253;00:04:13;96;;;;;;;;;;;;;;;;;;;;;;;;
254;00:04:14;95;;;;;;;;;;;;;;;;;;;;;;;;
255;00:04:15;95;;;;;;;;;;;;;;;;;;;;;;;;
256;00:04:16;95;;;;;;;;;;;;;;;;;;;;;;;;
257;00:04:17;95;;;;;;;;;;;;;;;;;;;;;;;;
258;00:04:18;96;;;;;;;;;;;;;;;;;;;;;;;;
259;00:04:19;96;;;;;;;;;;;;;;;;;;;;;;;;
260;00:04:20;96;;;;;;;;;;;;;;;;;;;;;;;;
261;00:04:21;96;;;;;;;;;;;;;;;;;;;;;;;;
262;00:04:22;95;;;;;;;;;;;;;;;;;;;;;;;;
263;00:04:23;95;;;;;;;;;;;;;;;;;;;;;;;;
264;00:04:24;95;;;;;;;;;;;;;;;;;;;;;;;;
265;00:04:25;95;;;;;;;;;;;;;;;;;;;;;;;;
266;00:04:26;95;;;;;;;;;;;;;;;;;;;;;;;;
267;00:04:27;95;;;;;;;;;;;;;;;;;;;;;;;;
268;00:04:28;95;;;;;;;;;;;;;;;;;;;;;;;;
269;00:04:29;96;;;;;;;;;;;;;;;;;;;;;;;;
270;00:04:30;96;;;;;;;;;;;;;;;;;;;;;;;;
271;00:04:31;95;;;;;;;;;;;;;;;;;;;;;;;;
272;00:04:32;95;;;;;;;;;;;;;;;;;;;;;;;;
273;00:04:33;95;;;;;;;;;;;;;;;;;;;;;;;;
274;00:04:34;95;;;;;;;;;;;;;;;;;;;;;;;;
275;00:04:35;95;;;;;;;;;;;;;;;;;;;;;;;;
276;00:04:36;95;;;;;;;;;;;;;;;;;;;;;;;;
277;00:04:37;96;;;;;;;;;;;;;;;;;;;;;;;;
278;00:04:38;96;;;;;;;;;;;;;;;;;;;;;;;;
279;00:04:39;96;;;;;;;;;;;;;;;;;;;;;;;;
280;00:04:40;96;;;;;;;;;;;;;;;;;;;;;;;;
281;00:04:41;95;;;;;;;;;;;;;;;;;;;;;;;;
282;00:04:42;94;;;;;;;;;;;;;;;;;;;;;;;;
283;00:04:43;93;;;;;;;;;;;;;;;;;;;;;;;;
284;00:04:44;94;;;;;;;;;;;;;;;;;;;;;;;;
285;00:04:45;95;;;;;;;;;;;;;;;;;;;;;;;;
286;00:04:46;95;;;;;;;;;;;;;;;;;;;;;;;;
287;00:04:47;95;;;;;;;;;;;;;;;;;;;;;;;;
288;00:04:48;95;;;;;;;;;;;;;;;;;;;;;;;;
289;00:04:49;95;;;;;;;;;;;;;;;;;;;;;;;;
290;00:04:50;95;;;;;;;;;;;;;;;;;;;;;;;;
291;00:04:51;96;;;;;;;;;;;;;;;;;;;;;;;;
292;00:04:52;96;;;;;;;;;;;;;;;;;;;;;;;;
293;00:04:53;97;;;;;;;;;;;;;;;;;;;;;;;;
294;00:04:54;97;;;;;;;;;;;;;;;;;;;;;;;;
295;00:04:55;97;;;;;;;;;;;;;;;;;;;;;;;;
296;00:04:56;96;;;;;;;;;;;;;;;;;;;;;;;;
297;00:04:57;95;;;;;;;;;;;;;;;;;;;;;;;;
298;00:04:58;95;;;;;;;;;;;;;;;;;;;;;;;;
299;00:04:59;94;;;;;;;;;;;;;;;;;;;;;;;;
300;00:05:00;94;;;;;;;;;;;;;;;;;;;;;;;;
301;00:05:01;94;;;;;;;;;;;;;;;;;;;;;;;;
302;00:05:02;94;;;;;;;;;;;;;;;;;;;;;;;;
303;00:05:03;93;;;;;;;;;;;;;;;;;;;;;;;;
304;00:05:04;94;;;;;;;;;;;;;;;;;;;;;;;;
305;00:05:05;93;;;;;;;;;;;;;;;;;;;;;;;;
306;00:05:06;94;;;;;;;;;;;;;;;;;;;;;;;;
307;00:05:07;94;;;;;;;;;;;;;;;;;;;;;;;;
308;00:05:08;94;;;;;;;;;;;;;;;;;;;;;;;;
309;00:05:09;94;;;;;;;;;;;;;;;;;;;;;;;;
310;00:05:10;94;;;;;;;;;;;;;;;;;;;;;;;;
311;00:05:11;95;;;;;;;;;;;;;;;;;;;;;;;;
312;00:05:12;95;;;;;;;;;;;;;;;;;;;;;;;;
313;00:05:13;95;;;;;;;;;;;;;;;;;;;;;;;;
314;00:05:14;95;;;;;;;;;;;;;;;;;;;;;;;;
315;00:05:15;95;;;;;;;;;;;;;;;;;;;;;;;;
316;00:05:16;94;;;;;;;;;;;;;;;;;;;;;;;;
317;00:05:17;94;;;;;;;;;;;;;;;;;;;;;;;;
318;00:05:18;94;;;;;;;;;;;;;;;;;;;;;;;;
319;00:05:19;94;;;;;;;;;;;;;;;;;;;;;;;;
320;00:05:20;94;;;;;;;;;;;;;;;;;;;;;;;;
321;00:05:21;94;;;;;;;;;;;;;;;;;;;;;;;;
322;00:05:22;95;;;;;;;;;;;;;;;;;;;;;;;;
323;00:05:23;95;;;;;;;;;;;;;;;;;;;;;;;;
324;00:05:24;94;;;;;;;;;;;;;;;;;;;;;;;;
325;00:05:25;95;;;;;;;;;;;;;;;;;;;;;;;;
326;00:05:26;96;;;;;;;;;;;;;;;;;;;;;;;;
327;00:05:27;97;;;;;;;;;;;;;;;;;;;;;;;;
328;00:05:28;98;;;;;;;;;;;;;;;;;;;;;;;;
329;00:05:29;98;;;;;;;;;;;;;;;;;;;;;;;;
330;00:05:30;98;;;;;;;;;;;;;;;;;;;;;;;;
331;00:05:31;98;;;;;;;;;;;;;;;;;;;;;;;;
332;00:05:32;97;;;;;;;;;;;;;;;;;;;;;;;;
333;00:05:33;97;;;;;;;;;;;;;;;;;;;;;;;;
334;00:05:34;97;;;;;;;;;;;;;;;;;;;;;;;;
335;00:05:35;96;;;;;;;;;;;;;;;;;;;;;;;;
336;00:05:36;96;;;;;;;;;;;;;;;;;;;;;;;;
337;00:05:37;97;;;;;;;;;;;;;;;;;;;;;;;;
338;00:05:38;97;;;;;;;;;;;;;;;;;;;;;;;;
339;00:05:39;97;;;;;;;;;;;;;;;;;;;;;;;;
340;00:05:40;97;;;;;;;;;;;;;;;;;;;;;;;;
341;00:05:41;96;;;;;;;;;;;;;;;;;;;;;;;;
342;00:05:42;96;;;;;;;;;;;;;;;;;;;;;;;;
343;00:05:43;95;;;;;;;;;;;;;;;;;;;;;;;;
344;00:05:44;95;;;;;;;;;;;;;;;;;;;;;;;;
345;00:05:45;94;;;;;;;;;;;;;;;;;;;;;;;;
346;00:05:46;94;;;;;;;;;;;;;;;;;;;;;;;;
347;00:05:47;94;;;;;;;;;;;;;;;;;;;;;;;;
348;00:05:48;94;;;;;;;;;;;;;;;;;;;;;;;;
349;00:05:49;94;;;;;;;;;;;;;;;;;;;;;;;;
350;00:05:50;93;;;;;;;;;;;;;;;;;;;;;;;;
351;00:05:51;93;;;;;;;;;;;;;;;;;;;;;;;;
352;00:05:52;93;;;;;;;;;;;;;;;;;;;;;;;;
353;00:05:53;93;;;;;;;;;;;;;;;;;;;;;;;;
354;00:05:54;93;;;;;;;;;;;;;;;;;;;;;;;;
355;00:05:55;94;;;;;;;;;;;;;;;;;;;;;;;;
356;00:05:56;94;;;;;;;;;;;;;;;;;;;;;;;;
357;00:05:57;94;;;;;;;;;;;;;;;;;;;;;;;;
358;00:05:58;94;;;;;;;;;;;;;;;;;;;;;;;;
359;00:05:59;93;;;;;;;;;;;;;;;;;;;;;;;;
360;00:06:00;93;;;;;;;;;;;;;;;;;;;;;;;;
361;00:06:01;92;;;;;;;;;;;;;;;;;;;;;;;;
362;00:06:02;92;;;;;;;;;;;;;;;;;;;;;;;;
363;00:06:03;92;;;;;;;;;;;;;;;;;;;;;;;;
364;00:06:04;93;;;;;;;;;;;;;;;;;;;;;;;;
365;00:06:05;92;;;;;;;;;;;;;;;;;;;;;;;;
366;00:06:06;93;;;;;;;;;;;;;;;;;;;;;;;;
367;00:06:07;93;;;;;;;;;;;;;;;;;;;;;;;;
368;00:06:08;93;;;;;;;;;;;;;;;;;;;;;;;;
369;00:06:09;94;;;;;;;;;;;;;;;;;;;;;;;;
370;00:06:10;94;;;;;;;;;;;;;;;;;;;;;;;;
371;00:06:11;95;;;;;;;;;;;;;;;;;;;;;;;;
372;00:06:12;95;;;;;;;;;;;;;;;;;;;;;;;;
373;00:06:13;95;;;;;;;;;;;;;;;;;;;;;;;;
374;00:06:14;95;;;;;;;;;;;;;;;;;;;;;;;;
375;00:06:15;95;;;;;;;;;;;;;;;;;;;;;;;;
376;00:06:16;95;;;;;;;;;;;;;;;;;;;;;;;;
377;00:06:17;94;;;;;;;;;;;;;;;;;;;;;;;;
378;00:06:18;94;;;;;;;;;;;;;;;;;;;;;;;;
379;00:06:19;95;;;;;;;;;;;;;;;;;;;;;;;;
380;00:06:20;95;;;;;;;;;;;;;;;;;;;;;;;;
381;00:06:21;95;;;;;;;;;;;;;;;;;;;;;;;;
382;00:06:22;95;;;;;;;;;;;;;;;;;;;;;;;;
383;00:06:23;96;;;;;;;;;;;;;;;;;;;;;;;;
384;00:06:24;96;;;;;;;;;;;;;;;;;;;;;;;;
385;00:06:25;96;;;;;;;;;;;;;;;;;;;;;;;;
386;00:06:26;96;;;;;;;;;;;;;;;;;;;;;;;;
387;00:06:27;95;;;;;;;;;;;;;;;;;;;;;;;;
388;00:06:28;95;;;;;;;;;;;;;;;;;;;;;;;;
389;00:06:29;94;;;;;;;;;;;;;;;;;;;;;;;;
390;00:06:30;93;;;;;;;;;;;;;;;;;;;;;;;;
391;00:06:31;93;;;;;;;;;;;;;;;;;;;;;;;;
392;00:06:32;93;;;;;;;;;;;;;;;;;;;;;;;;
393;00:06:33;93;;;;;;;;;;;;;;;;;;;;;;;;
394;00:06:34;93;;;;;;;;;;;;;;;;;;;;;;;;
395;00:06:35;93;;;;;;;;;;;;;;;;;;;;;;;;
