
   102.04918   60.  
   116.09836   120. 
   123.22951   180. 
   122.93443   240. 
   127.01639   300. 
   128.13115   360. 
   128.62295   420. 
   126.93443   480. 
   127.65574   540. 
   127.29508   600. 
   128.06557   660. 
   125.29508   720. 
   130.57377   780. 
   131.09836   840. 
   132.63934   900. 
   128.37705   960. 
   129.19672   1020.
   127.68852   1080.
   131.57377   1140.
   130.93443   1200.
   132.47541   1260.
   120.04918   1320.

