
   101.71429   20.  
   101.14286   40.  
   103.28571   60.  
   109.85714   80.  
   116.09524   100. 
   122.38095   120. 
   126.28571   140. 
   124.38095   160. 
   119.14286   180. 
   118.57143   200. 
   121.90476   220. 
   128.38095   240. 
   130.33333   260. 
   128.80952   280. 
   121.95238   300. 
   124.38095   320. 
   128.80952   340. 
   131.33333   360. 
   131.47619   380. 
   129.38095   400. 
   125.        420. 
   124.09524   440. 
   125.71429   460. 
   131.        480. 
   132.61905   500. 
   128.14286   520. 
   122.2381    540. 
   122.52381   560. 
   127.71429   580. 
   131.66667   600. 
   132.04762   620. 
   128.14286   640. 
   124.04762   660. 
   122.57143   680. 
   125.        700. 
   128.19048   720. 
   131.2381    740. 
   131.66667   760. 
   128.90476   780. 
   127.57143   800. 
   131.47619   820. 
   134.28571   840. 
   134.2381    860. 
   135.28571   880. 
   128.52381   900. 
   125.57143   920. 
   128.7619    940. 
   130.80952   960. 
   133.7619    980. 
   131.42857   1000.
   122.57143   1020.
   124.66667   1040.
   126.52381   1060.
   131.90476   1080.
   135.14286   1100.
   131.85714   1120.
   127.61905   1140.
   126.14286   1160.
   133.        1180.
   133.85714   1200.
   134.42857   1220.
   134.57143   1240.
   128.42857   1260.
   123.14286   1280.
   119.85714   1300.
   117.19048   1320.
   116.14286   1340.
   114.52381   1360.

